"gene","lineage","rho","p_val","p_adj","abs_rho","detected_frac","n_cells"
"Lrrk1","slingPseudotime_4",0.125941260127039,5.25292789172104e-15,9.26660871039522e-15,0.125941260127039,0.0700104493207941,3828
"Dstn","slingPseudotime_4",0.125906303866752,5.34503164155244e-15,9.41803347860881e-15,0.125906303866752,0.0446708463949843,3828
"Myb","slingPseudotime_4",0.125758490823238,5.75237858590975e-15,1.01239168789489e-14,0.125758490823238,0.215256008359457,3828
"Tent5a","slingPseudotime_4",0.125600389057366,6.22190466674255e-15,1.09374534668001e-14,0.125600389057366,0.0428422152560084,3828
"Mpp7","slingPseudotime_4",0.125418601029284,6.80849816381557e-15,1.19546410516528e-14,0.125418601029284,0.0739289446185998,3828
"Zfp683","slingPseudotime_4",0.125352186095062,7.03610469360565e-15,1.23274986237632e-14,0.125352186095062,0.110240334378265,3828
"Cnnm2","slingPseudotime_4",0.125351855921805,7.03725470338577e-15,1.23274986237632e-14,0.125351855921805,0.0684430512016719,3828
"Il10ra","slingPseudotime_4",0.125273245372054,7.31638898714298e-15,1.28015513942676e-14,0.125273245372054,0.0498955067920585,3828
"Eif2ak2","slingPseudotime_4",0.124844264058313,9.04270975718246e-15,1.58037125174945e-14,0.124844264058313,0.0577324973876698,3828
"Plagl1","slingPseudotime_4",0.124663582130495,9.88448756773294e-15,1.7254802339492e-14,0.124663582130495,0.038662486938349,3828
"N4bp1","slingPseudotime_4",0.124577796431502,1.03106909150155e-14,1.79779216302417e-14,0.124577796431502,0.198537095088819,3828
"Parp9","slingPseudotime_4",0.124487044963507,1.07812443500481e-14,1.87766051658428e-14,0.124487044963507,0.156739811912226,3828
"Tmem176a","slingPseudotime_4",0.124442552170712,1.10195973345636e-14,1.91695078632512e-14,0.124442552170712,0.036833855799373,3828
"Csf2","slingPseudotime_4",0.124334684771725,1.16191822005815e-14,2.01891686097966e-14,0.124334684771725,0.0266457680250784,3828
"Stat5a","slingPseudotime_4",0.123642413380588,1.6306966118132e-14,2.83018130202684e-14,0.123642413380588,0.121995820271682,3828
"Ethe1","slingPseudotime_4",0.123315039425909,1.91291894132116e-14,3.31616743806885e-14,0.123315039425909,0.0512016718913271,3828
"Tlnrd1","slingPseudotime_4",0.123236888244438,1.98709392629955e-14,3.44078591155326e-14,0.123236888244438,0.0491118077324974,3828
"Slc2a3","slingPseudotime_4",0.123133267340694,2.08981867885384e-14,3.61449651820175e-14,0.123133267340694,0.149425287356322,3828
"Nr4a2","slingPseudotime_4",0.123102792567577,2.12101133133341e-14,3.66422992068288e-14,0.123102792567577,0.376175548589342,3828
"Jkamp","slingPseudotime_4",0.123029589178655,2.19782193754047e-14,3.79256759141599e-14,0.123029589178655,0.0496342737722048,3828
"Zdhhc23","slingPseudotime_4",0.1229514643248,2.28281419744581e-14,3.93471300316635e-14,0.1229514643248,0.0705329153605016,3828
"Rcbtb2","slingPseudotime_4",0.122944617828517,2.29041472314849e-14,3.94329132748246e-14,0.122944617828517,0.107889237199582,3828
"Ptprj","slingPseudotime_4",0.12283308730269,2.41779054736684e-14,4.15782516326358e-14,0.12283308730269,0.0707941483803553,3828
"Serpina3f","slingPseudotime_4",0.122777025950613,2.48442164121936e-14,4.26752654486023e-14,0.122777025950613,0.0274294670846395,3828
"Noc2l","slingPseudotime_4",0.122647919537716,2.64481252275361e-14,4.53784614349164e-14,0.122647919537716,0.305381400208986,3828
"Hsp90ab1","slingPseudotime_4",0.12233097095728,3.08300046093117e-14,5.28363704991967e-14,0.12233097095728,0.369905956112853,3828
"Nr4a3","slingPseudotime_4",0.122301932621206,3.12654602830809e-14,5.35216250631784e-14,0.122301932621206,0.376436781609195,3828
"Ahcyl1","slingPseudotime_4",0.122204640304164,3.27689756317208e-14,5.60315931450244e-14,0.122204640304164,0.0961337513061651,3828
"Gzmk","slingPseudotime_4",0.121975222248161,3.66014155555312e-14,6.25135540681402e-14,0.121975222248161,0.093521421107628,3828
"Tnfsf14","slingPseudotime_4",0.121957030878242,3.69235028153644e-14,6.29920825556104e-14,0.121957030878242,0.0491118077324974,3828
"Vipr2","slingPseudotime_4",0.1218185501798,3.94684216160353e-14,6.72574123456929e-14,0.1218185501798,0.0308254963427377,3828
"Serpinb9","slingPseudotime_4",0.121803594558096,3.97533741039306e-14,6.76662755132589e-14,0.121803594558096,0.206374085684431,3828
"Lgals3bp","slingPseudotime_4",0.121677643890888,4.22347542951031e-14,7.18086376759502e-14,0.121677643890888,0.158307210031348,3828
"Tmem273","slingPseudotime_4",0.121164795449674,5.40085199758974e-14,9.17229440946597e-14,0.121164795449674,0.0208986415882968,3828
"Itgb3","slingPseudotime_4",0.120654894351595,6.88961592601847e-14,1.16874635855595e-13,0.120654894351595,0.109456635318704,3828
"Gsn","slingPseudotime_4",0.120532810019531,7.30204320263952e-14,1.23731352125899e-13,0.120532810019531,0.0222048066875653,3828
"Il15ra","slingPseudotime_4",0.120286758637271,8.20833677028476e-14,1.38931646010563e-13,0.120286758637271,0.0982236154649948,3828
"Dnmt3a","slingPseudotime_4",0.120007381838131,9.37178692071756e-14,1.5844539642113e-13,0.120007381838131,0.13453500522466,3828
"Tbc1d10a","slingPseudotime_4",0.119752687304373,1.05727402176005e-13,1.78548635360152e-13,0.119752687304373,0.196708463949843,3828
"Plin2","slingPseudotime_4",0.119712638019009,1.07748593477949e-13,1.81757728392095e-13,0.119712638019009,0.0289968652037618,3828
"Gpatch4","slingPseudotime_4",0.119449439013419,1.2200873324372e-13,2.05581979893846e-13,0.119449439013419,0.054858934169279,3828
"Ifitm1","slingPseudotime_4",0.119391455420628,1.25391136569866e-13,2.11044656511208e-13,0.119391455420628,0.0318704284221526,3828
"Gcsh","slingPseudotime_4",0.119386228805601,1.25700512145275e-13,2.11202523222939e-13,0.119386228805601,0.038662486938349,3828
"Mylip","slingPseudotime_4",-0.119385124514973,1.25765973575868e-13,2.11202523222939e-13,0.119385124514973,0.115203761755486,3828
"Prkcb","slingPseudotime_4",-0.118790632950908,1.66336157183084e-13,2.7902147795332e-13,0.118790632950908,0.141588296760711,3828
"Irf5","slingPseudotime_4",0.118546707231523,1.86480518313375e-13,3.12464012290973e-13,0.118546707231523,0.061128526645768,3828
"Klri2","slingPseudotime_4",0.118360772478241,2.03427223354453e-13,3.40480085413967e-13,0.118360772478241,0.0211598746081505,3828
"Gabarapl1","slingPseudotime_4",0.118217924802817,2.17465720301053e-13,3.63571721482184e-13,0.118217924802817,0.0877742946708464,3828
"Vsir","slingPseudotime_4",-0.11797728424446,2.43295820530428e-13,4.06304020285814e-13,0.11797728424446,0.253657262277952,3828
"Chst2","slingPseudotime_4",0.117827166845255,2.60910911055816e-13,4.35237624103098e-13,0.117827166845255,0.0621734587251829,3828
"Gpx1","slingPseudotime_4",0.11691841101641,3.97599885140764e-13,6.62519542534997e-13,0.11691841101641,0.172152560083595,3828
"Ctla2a","slingPseudotime_4",0.116825200076412,4.1508045125891e-13,6.90881415550544e-13,0.116825200076412,0.344305120167189,3828
"Ly9","slingPseudotime_4",0.116750047635457,4.29721759406385e-13,7.1445996060597e-13,0.116750047635457,0.230668756530825,3828
"Plin3","slingPseudotime_4",0.115903917093028,6.33908794331993e-13,1.05277891478562e-12,0.115903917093028,0.0339602925809822,3828
"Tcf7","slingPseudotime_4",-0.115801647455237,6.6428042331426e-13,1.10200162940545e-12,0.115801647455237,0.137408568443051,3828
"Nampt","slingPseudotime_4",0.115694436915824,6.97652198411533e-13,1.15608738060919e-12,0.115694436915824,0.0812434691745037,3828
"Rgs19","slingPseudotime_4",0.115508737088001,7.59390057646725e-13,1.25700799189761e-12,0.115508737088001,0.0446708463949843,3828
"Lat2","slingPseudotime_4",0.114861402566506,1.01948007956866e-12,1.68567498304918e-12,0.114861402566506,0.06478578892372,3828
"Grb7","slingPseudotime_4",0.11475664642428,1.06908366014615e-12,1.76575026505457e-12,0.11475664642428,0.0436259143155695,3828
"Fam20a","slingPseudotime_4",0.114600555280754,1.14741646675599e-12,1.89304824317701e-12,0.114600555280754,0.0253396029258098,3828
"Ankrd40","slingPseudotime_4",0.114551323823135,1.17327088360564e-12,1.93358129173167e-12,0.114551323823135,0.0961337513061651,3828
"Pcyt1a","slingPseudotime_4",0.114377090546604,1.26944387872161e-12,2.08978548709593e-12,0.114377090546604,0.0606060606060606,3828
"Ccnd2","slingPseudotime_4",0.113889966235744,1.5812458544302e-12,2.60023251554551e-12,0.113889966235744,0.323145245559039,3828
"Samhd1","slingPseudotime_4",-0.113179911273647,2.17428653659673e-12,3.57153296667201e-12,0.113179911273647,0.416144200626959,3828
"Zfp703","slingPseudotime_4",0.112841630898248,2.5287873182477e-12,4.14930932240861e-12,0.112841630898248,0.123824451410658,3828
"Sft2d2","slingPseudotime_4",0.112000260687298,3.67468283231779e-12,6.02295343181423e-12,0.112000260687298,0.213949843260188,3828
"Klf10","slingPseudotime_4",0.111638332965285,4.31191091247512e-12,7.05969727826808e-12,0.111638332965285,0.106060606060606,3828
"Trappc2","slingPseudotime_4",0.111571143667384,4.44158766741255e-12,7.26409821993586e-12,0.111571143667384,0.0551201671891327,3828
"Plekho2","slingPseudotime_4",0.111044988297019,5.59816905818238e-12,9.14570445048708e-12,0.111044988297019,0.127742946708464,3828
"Anxa5","slingPseudotime_4",0.11100951105477,5.68599023140407e-12,9.27909155027178e-12,0.11100951105477,0.119122257053292,3828
"Gramd1b","slingPseudotime_4",0.110752124185888,6.36482888117544e-12,1.03756375362328e-11,0.110752124185888,0.347962382445141,3828
"Lrrc8b","slingPseudotime_4",0.110484778736634,7.15391464731342e-12,1.16493323021799e-11,0.110484778736634,0.0321316614420063,3828
"Hspa5","slingPseudotime_4",0.110320268435733,7.68629137056701e-12,1.25027012229028e-11,0.110320268435733,0.232236154649948,3828
"Oas1a","slingPseudotime_4",0.11012993423858,8.35076338405807e-12,1.3568862017556e-11,0.11012993423858,0.0663531870428422,3828
"Sema6d","slingPseudotime_4",0.110110249339085,8.42261343299663e-12,1.36708293626284e-11,0.110110249339085,0.0381400208986416,3828
"Cep170","slingPseudotime_4",0.109938193968934,9.07694221611082e-12,1.47169839814612e-11,0.109938193968934,0.0765412748171369,3828
"Klrb1f","slingPseudotime_4",0.108799152263469,1.48520202067942e-11,2.40545111754436e-11,0.108799152263469,0.0266457680250784,3828
"F2r","slingPseudotime_4",0.108591237769858,1.62398944797802e-11,2.62740165803118e-11,0.108591237769858,0.0509404388714734,3828
"Rnf19b","slingPseudotime_4",0.108555735402573,1.64892456494403e-11,2.66487486140954e-11,0.108555735402573,0.0676593521421108,3828
"Ltb","slingPseudotime_4",0.108350683113828,1.80044790383794e-11,2.9066307190853e-11,0.108350683113828,0.46551724137931,3828
"Tfap4","slingPseudotime_4",0.107897634654852,2.1851656139838e-11,3.52393124229362e-11,0.107897634654852,0.0519853709508882,3828
"Noct","slingPseudotime_4",0.107609533053858,2.47051369316821e-11,3.9798307404414e-11,0.107609533053858,0.0613897596656217,3828
"Tram2","slingPseudotime_4",0.10755074501519,2.53306705199264e-11,4.07623102692177e-11,0.10755074501519,0.0391849529780564,3828
"Sulf2","slingPseudotime_4",0.107505957347892,2.58176091812054e-11,4.15014616035847e-11,0.107505957347892,0.0258620689655172,3828
"Syt11","slingPseudotime_4",0.106516264122174,3.92449604177513e-11,6.30183499015814e-11,0.106516264122174,0.075496342737722,3828
"Dhx58","slingPseudotime_4",0.106328895568719,4.24648098332286e-11,6.81159116108245e-11,0.106328895568719,0.107366771159875,3828
"Phlpp1","slingPseudotime_4",0.106263409604051,4.36499830513282e-11,6.99423502410942e-11,0.106263409604051,0.0940438871473354,3828
"Dipk2a","slingPseudotime_4",0.10603890283257,4.79638930510209e-11,7.67728767366181e-11,0.10603890283257,0.110762800417973,3828
"Akr1c13","slingPseudotime_4",0.105375303184129,6.3299525836318e-11,1.01211901417006e-10,0.105375303184129,0.022466039707419,3828
"Zbtb10","slingPseudotime_4",-0.104830788516355,7.9380007126246e-11,1.26788683008234e-10,0.104830788516355,0.152298850574713,3828
"Zfp36","slingPseudotime_4",-0.104524910236665,9.0098546924686e-11,1.43755961812954e-10,0.104524910236665,0.241379310344828,3828
"Samd11","slingPseudotime_4",0.104427460891839,9.38013788511399e-11,1.49505272972708e-10,0.104427460891839,0.0310867293625914,3828
"Slc5a3","slingPseudotime_4",0.104407920616809,9.45615613654846e-11,1.5055723170797e-10,0.104407920616809,0.077324973876698,3828
"Adamts14","slingPseudotime_4",0.10424582318821,1.01104204026109e-10,1.60803829260574e-10,0.10424582318821,0.0219435736677116,3828
"Slc35d1","slingPseudotime_4",0.103991972635526,1.12248611968097e-10,1.78340025145929e-10,0.103991972635526,0.16901776384535,3828
"Gan","slingPseudotime_4",0.103831836570153,1.19887048338722e-10,1.90274797944139e-10,0.103831836570153,0.0522466039707419,3828
"Metrnl","slingPseudotime_4",0.103782588025583,1.2233665986049e-10,1.93957805664891e-10,0.103782588025583,0.0640020898641588,3828
"Ddit3","slingPseudotime_4",0.103357975334272,1.45587717888111e-10,2.30577808204248e-10,0.103357975334272,0.176593521421108,3828
"Spry1","slingPseudotime_4",0.10319067070502,1.55889427878025e-10,2.46633484316496e-10,0.10319067070502,0.0867293625914316,3828
"Nmt2","slingPseudotime_4",0.103075060573221,1.63420591195763e-10,2.58276707221064e-10,0.103075060573221,0.191483803552769,3828
"Gng12","slingPseudotime_4",0.102739911908873,1.87318143846148e-10,2.95734422479791e-10,0.102739911908873,0.0250783699059561,3828
"Gzmc","slingPseudotime_4",0.102497204344201,2.06721855223673e-10,3.26026178805016e-10,0.102497204344201,0.0266457680250784,3828
"Cflar","slingPseudotime_4",0.102397112423215,2.15283573485321e-10,3.39173177094798e-10,0.102397112423215,0.069226750261233,3828
"Stk3","slingPseudotime_4",0.10220949084791,2.32275062677759e-10,3.65559601261437e-10,0.10220949084791,0.0501567398119122,3828
"Rnf157","slingPseudotime_4",0.101990686733624,2.53748128675604e-10,3.98936649999406e-10,0.101990686733624,0.0496342737722048,3828
"Tmem104","slingPseudotime_4",0.101910143826324,2.62130739117208e-10,4.11684953911352e-10,0.101910143826324,0.0535527690700104,3828
"Rab11fip4","slingPseudotime_4",0.100926877601185,3.89007224541323e-10,6.10310916999592e-10,0.100926877601185,0.133228840125392,3828
"Baiap2","slingPseudotime_4",0.100843843171005,4.02125033435208e-10,6.3023349869981e-10,0.100843843171005,0.147335423197492,3828
"Tob1","slingPseudotime_4",-0.100492168088068,4.62632146906186e-10,7.24308454999997e-10,0.100492168088068,0.305903866248694,3828
"Abcb1b","slingPseudotime_4",0.100482767033781,4.64365855695299e-10,7.26266265463095e-10,0.100482767033781,0.146812957157785,3828
"Dgkz","slingPseudotime_4",0.100458162269989,4.68933437871284e-10,7.32647564574365e-10,0.100458162269989,0.335423197492163,3828
"Adssl1","slingPseudotime_4",0.100216776418073,5.16132541753888e-10,8.05552658625227e-10,0.100216776418073,0.0245559038662487,3828
"Otud1","slingPseudotime_4",-0.0999919815067942,5.64236049495709e-10,8.79716579244866e-10,0.0999919815067942,0.0862068965517241,3828
"Nrros","slingPseudotime_4",0.0999317948141096,5.77840415710325e-10,8.99993932448309e-10,0.0999317948141096,0.0927377220480669,3828
"Zeb2","slingPseudotime_4",0.0995355562997343,6.75735057697533e-10,1.05137659598281e-09,0.0995355562997343,0.0715778474399164,3828
"Map3k8","slingPseudotime_4",0.0993852690962562,7.16947136843389e-10,1.11434492934396e-09,0.0993852690962562,0.148902821316614,3828
"Igsf8","slingPseudotime_4",0.0993200245678229,7.35592353484618e-10,1.14214391248696e-09,0.0993200245678229,0.0744514106583072,3828
"Cited4","slingPseudotime_4",0.0991856127764786,7.75506207185539e-10,1.20287495294104e-09,0.0991856127764786,0.0240334378265413,3828
"Skap2","slingPseudotime_4",0.0989321589563927,8.5659416782304e-10,1.32727941674024e-09,0.0989321589563927,0.0279519331243469,3828
"Itga3","slingPseudotime_4",0.0988839946123585,8.72911900810792e-10,1.35117053235697e-09,0.0988839946123585,0.030564263322884,3828
"Cd83","slingPseudotime_4",0.0988093305391295,8.98808252195661e-10,1.3898238714507e-09,0.0988093305391295,0.0347439916405434,3828
"H2bc4","slingPseudotime_4",0.098761594990826,9.1575564000776e-10,1.41457423117334e-09,0.098761594990826,0.087251828631139,3828
"Tmem106a","slingPseudotime_4",0.0984155800646251,1.04826276202785e-09,1.61759643873497e-09,0.0984155800646251,0.0227272727272727,3828
"Jaml","slingPseudotime_4",0.0983537803280139,1.07381995901672e-09,1.65533476759192e-09,0.0983537803280139,0.0966562173458725,3828
"Ppan","slingPseudotime_4",0.0975993219823204,1.43922857224422e-09,2.21635301647855e-09,0.0975993219823204,0.221264367816092,3828
"Arf2","slingPseudotime_4",0.0968456139343696,1.92420869963022e-09,2.96016957578732e-09,0.0968456139343696,0.0428422152560084,3828
"Tcirg1","slingPseudotime_4",0.0968325141762209,1.93390816966446e-09,2.97204905828802e-09,0.0968325141762209,0.0493730407523511,3828
"Rorc","slingPseudotime_4",0.0966863361286429,2.04542556491589e-09,3.1402192278535e-09,0.0966863361286429,0.0245559038662487,3828
"Lap3","slingPseudotime_4",0.0966488796829896,2.07499374661011e-09,3.18236285832142e-09,0.0966488796829896,0.0689655172413793,3828
"Zbtb46","slingPseudotime_4",0.0966236979659507,2.09510578386902e-09,3.20993271473511e-09,0.0966236979659507,0.0253396029258098,3828
"Vill","slingPseudotime_4",0.0964768857182431,2.21619608618735e-09,3.39199869403217e-09,0.0964768857182431,0.0235109717868339,3828
"Hspa1b","slingPseudotime_4",-0.0961948913009775,2.46819054939784e-09,3.77384577390127e-09,0.0961948913009775,0.335684430512017,3828
"Crtam","slingPseudotime_4",0.0960293212299271,2.62892193584059e-09,4.01551795687847e-09,0.0960293212299271,0.0559038662486938,3828
"Sigmar1","slingPseudotime_4",0.095972267447878,2.68663408399441e-09,4.09950358197319e-09,0.095972267447878,0.0749738766980146,3828
"Prdx5","slingPseudotime_4",0.0956075749179994,3.08576562499018e-09,4.70375835127813e-09,0.0956075749179994,0.13871473354232,3828
"Gusb","slingPseudotime_4",0.0955837691380883,3.11373669685054e-09,4.74158688486967e-09,0.0955837691380883,0.0459770114942529,3828
"Lpin2","slingPseudotime_4",0.0954098791393109,3.32567115328317e-09,5.05919407225162e-09,0.0954098791393109,0.112852664576803,3828
"Gclc","slingPseudotime_4",0.0950243899016513,3.8467680815313e-09,5.845998409041e-09,0.0950243899016513,0.093521421107628,3828
"Ugcg","slingPseudotime_4",-0.0949637174008694,3.93571086749135e-09,5.97512468064596e-09,0.0949637174008694,0.21969696969697,3828
"Osbpl8","slingPseudotime_4",0.0949379002254827,3.97416148352906e-09,6.02741141245629e-09,0.0949379002254827,0.231452455590387,3828
"Bst2","slingPseudotime_4",0.094825697225655,4.14555886123681e-09,6.28102315366828e-09,0.094825697225655,0.248955067920585,3828
"Ccl5","slingPseudotime_4",-0.0947301844803922,4.29710944297611e-09,6.50408408136263e-09,0.0947301844803922,0.291274817136886,3828
"Hivep3","slingPseudotime_4",0.0947242103015524,4.30676573655985e-09,6.51214175256485e-09,0.0947242103015524,0.0483281086729363,3828
"Aff3","slingPseudotime_4",-0.0945986786958611,4.51461869672866e-09,6.81956974993284e-09,0.0945986786958611,0.0869905956112853,3828
"Dtx1","slingPseudotime_4",-0.0944491329133439,4.77499065051274e-09,7.20563348164723e-09,0.0944491329133439,0.022466039707419,3828
"Tfrc","slingPseudotime_4",0.0940571035530215,5.52881826842357e-09,8.33481831237776e-09,0.0940571035530215,0.0350052246603971,3828
"Rbm47","slingPseudotime_4",0.093961468585819,5.72958556713457e-09,8.62882475691709e-09,0.093961468585819,0.0235109717868339,3828
"Cd160","slingPseudotime_4",0.0936701501076372,6.38582497410029e-09,9.60750243851124e-09,0.0936701501076372,0.0237722048066876,3828
"Rnf149","slingPseudotime_4",0.0936454853647672,6.44462670805068e-09,9.68627394220017e-09,0.0936454853647672,0.118599791013584,3828
"Cxcl10","slingPseudotime_4",0.0935481051866262,6.68196988616207e-09,1.00329677711305e-08,0.0935481051866262,0.0451933124346917,3828
"Dnajc25","slingPseudotime_4",0.0934496261028447,6.93062602301729e-09,1.03959390345259e-08,0.0934496261028447,0.0310867293625914,3828
"Itga2","slingPseudotime_4",0.0934213209872525,7.00374440139256e-09,1.04951424080688e-08,0.0934213209872525,0.0365726227795193,3828
"Ywhag","slingPseudotime_4",0.0933846605068768,7.0995619211585e-09,1.0628129051296e-08,0.0933846605068768,0.100574712643678,3828
"Herc6","slingPseudotime_4",0.0929474656900563,8.34516358154044e-09,1.24716040366093e-08,0.0929474656900563,0.239289446185998,3828
"Peds1","slingPseudotime_4",0.0929466763644115,8.34759391938053e-09,1.24716040366093e-08,0.0929466763644115,0.163531870428422,3828
"Rabl6","slingPseudotime_4",0.0929105640678566,8.45952252649565e-09,1.26262784084637e-08,0.0929105640678566,0.13166144200627,3828
"Lrig1","slingPseudotime_4",0.0929052723380273,8.47604607025741e-09,1.2638390122616e-08,0.0929052723380273,0.160135841170324,3828
"Por","slingPseudotime_4",0.0928391568331049,8.685155894573e-09,1.2937353131361e-08,0.0928391568331049,0.0828108672936259,3828
"Rom1","slingPseudotime_4",0.092779467861242,8.87823988327345e-09,1.32118757866931e-08,0.092779467861242,0.0282131661442006,3828
"Il6st","slingPseudotime_4",-0.0924807250487576,9.90904605452728e-09,1.47312524430806e-08,0.0924807250487576,0.104493207941484,3828
"H2-Oa","slingPseudotime_4",0.0921194670811252,1.13115343199417e-08,1.67996403980953e-08,0.0921194670811252,0.0655694879832811,3828
"Cyth3","slingPseudotime_4",0.0919481959429017,1.2042077542807e-08,1.78669719119832e-08,0.0919481959429017,0.124869383490073,3828
"Rp2","slingPseudotime_4",0.0918059643443091,1.26834050598371e-08,1.879995838751e-08,0.0918059643443091,0.0689655172413793,3828
"Lgals3","slingPseudotime_4",0.0917115092928905,1.31275074844349e-08,1.94390578808923e-08,0.0917115092928905,0.0282131661442006,3828
"Vcl","slingPseudotime_4",0.0912759994574163,1.53781844145517e-08,2.27494204479048e-08,0.0912759994574163,0.0271682340647858,3828
"Slc2a6","slingPseudotime_4",0.0912515692670839,1.55149645286111e-08,2.29291953652926e-08,0.0912515692670839,0.028735632183908,3828
"Ero1b","slingPseudotime_4",0.0911416767161252,1.61449785982525e-08,2.38368397182451e-08,0.0911416767161252,0.108411703239289,3828
"Rrbp1","slingPseudotime_4",0.0910097480245,1.69341770565128e-08,2.49774956976827e-08,0.0910097480245,0.143939393939394,3828
"Bmpr2","slingPseudotime_4",0.0909753201475823,1.71462095833386e-08,2.52654441213313e-08,0.0909753201475823,0.04858934169279,3828
"Hs2st1","slingPseudotime_4",0.0906592526302501,1.92171215741217e-08,2.82892592810038e-08,0.0906592526302501,0.0491118077324974,3828
"Txk","slingPseudotime_4",-0.0906008497541839,1.96254911152194e-08,2.88621459355917e-08,0.0906008497541839,0.169540229885057,3828
"Efhd2","slingPseudotime_4",0.0905156326255805,2.023650022788e-08,2.97316322996125e-08,0.0905156326255805,0.132967607105538,3828
"Spry2","slingPseudotime_4",0.0903465998719251,2.15035688073107e-08,3.15623671068243e-08,0.0903465998719251,0.0480668756530825,3828
"Gzma","slingPseudotime_4",0.0902680731692561,2.2118078448201e-08,3.24326555196548e-08,0.0902680731692561,0.062957157784744,3828
"Frmd4b","slingPseudotime_4",0.0902030219336498,2.26400100807834e-08,3.31656288025511e-08,0.0902030219336498,0.0757575757575758,3828
"Epb41l2","slingPseudotime_4",0.0901459502346804,2.31077444570419e-08,3.38178577594293e-08,0.0901459502346804,0.0864681295715778,3828
"Prcp","slingPseudotime_4",0.0900114218729672,2.42476796223943e-08,3.54516171911076e-08,0.0900114218729672,0.0253396029258098,3828
"Uap1l1","slingPseudotime_4",0.0899624861077847,2.46757227216012e-08,3.60423821677033e-08,0.0899624861077847,0.0506792058516196,3828
"Smox","slingPseudotime_4",0.0899119330067275,2.51256081202581e-08,3.66638728201436e-08,0.0899119330067275,0.148380355276907,3828
"Apol8","slingPseudotime_4",0.0895341268965436,2.87491124671199e-08,4.19106848090021e-08,0.0895341268965436,0.0553814002089864,3828
"Slc15a4","slingPseudotime_4",0.0893633221549253,3.0549071692852e-08,4.44915259247641e-08,0.0893633221549253,0.0705329153605016,3828
"Osgin1","slingPseudotime_4",0.0890848243496041,3.37207037933098e-08,4.90631343672262e-08,0.0890848243496041,0.0378787878787879,3828
"Trib2","slingPseudotime_4",-0.0885701250931068,4.04427601356614e-08,5.87867200037709e-08,0.0885701250931068,0.14576802507837,3828
"Itga1","slingPseudotime_4",0.0883168852003387,4.42101117547915e-08,6.4200770983045e-08,0.0883168852003387,0.0783699059561129,3828
"P4ha1","slingPseudotime_4",0.0882173961101431,4.57813851753747e-08,6.64183609252781e-08,0.0882173961101431,0.100835945663532,3828
"Pgam5","slingPseudotime_4",0.0880790332111438,4.80568632793815e-08,6.96523293239251e-08,0.0880790332111438,0.0363113897596656,3828
"Cdh24","slingPseudotime_4",0.0875543920486059,5.7722783722209e-08,8.35812561989211e-08,0.0875543920486059,0.0389237199582027,3828
"Sh3bp5","slingPseudotime_4",-0.0871909220361794,6.5497015346758e-08,9.47468855304882e-08,0.0871909220361794,0.0888192267502612,3828
"Klrk1","slingPseudotime_4",0.0871406977268729,6.66479615175498e-08,9.63191213085358e-08,0.0871406977268729,0.0801985370950888,3828
"Ptpn12","slingPseudotime_4",0.0870831532305521,6.79907386414031e-08,9.81653027646771e-08,0.0870831532305521,0.110501567398119,3828
"Fcrl1","slingPseudotime_4",0.0869992213315124,6.99963290378759e-08,1.00963994763846e-07,0.0869992213315124,0.0310867293625914,3828
"Igtp","slingPseudotime_4",0.0869869717438514,7.02937871929377e-08,1.01295840988481e-07,0.0869869717438514,0.114420062695925,3828
"Colgalt1","slingPseudotime_4",0.0867016291236374,7.75795009450752e-08,1.11687729808858e-07,0.0867016291236374,0.0849007314524556,3828
"Ppp1r10","slingPseudotime_4",0.0860283891321798,9.77840059709905e-08,1.40640536817606e-07,0.0860283891321798,0.104493207941484,3828
"Ppp1r3b","slingPseudotime_4",0.0860122261090548,9.83268024409283e-08,1.41286026834336e-07,0.0860122261090548,0.030564263322884,3828
"Myc","slingPseudotime_4",0.085983303392754,9.93053875306317e-08,1.42555871498127e-07,0.085983303392754,0.160919540229885,3828
"Cwc25","slingPseudotime_4",0.0853582772732666,1.22907658380841e-07,1.76269284872523e-07,0.0853582772732666,0.203239289446186,3828
"Herpud1","slingPseudotime_4",0.0851768930242894,1.30717245883196e-07,1.87290772700136e-07,0.0851768930242894,0.277168234064786,3828
"H2bc9","slingPseudotime_4",0.0847813434857999,1.49447227634237e-07,2.13923031556436e-07,0.0847813434857999,0.0237722048066876,3828
"Cyb561a3","slingPseudotime_4",0.0846165154662993,1.57995715397117e-07,2.25944396043641e-07,0.0846165154662993,0.022466039707419,3828
"Serinc5","slingPseudotime_4",0.0844124583763124,1.69235016189859e-07,2.41787290240835e-07,0.0844124583763124,0.038662486938349,3828
"Il6ra","slingPseudotime_4",-0.0843231977725354,1.74390858151592e-07,2.48916865908682e-07,0.0843231977725354,0.0553814002089864,3828
"Emb","slingPseudotime_4",-0.0841442423444554,1.85188737519767e-07,2.6407843689963e-07,0.0841442423444554,0.493207941483804,3828
"Selenop","slingPseudotime_4",-0.0841175884847891,1.86851275112132e-07,2.66196650704771e-07,0.0841175884847891,0.036833855799373,3828
"Dnaja1","slingPseudotime_4",-0.0837854921797172,2.08814115813213e-07,2.97204181881874e-07,0.0837854921797172,0.461859979101358,3828
"Fnip1","slingPseudotime_4",0.0834154515985188,2.36224153772234e-07,3.35898678448124e-07,0.0834154515985188,0.108411703239289,3828
